NAF,Code_NAF,Nom,Adresse_etablissement,Code_Postal,CoordonneesLambertAbscisse,coordonneesLambertOrdonnee
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ALUK SYSTEMES,  RUE DU PETIT BOIS 69440 MORNANT,69440,832603.7547155514,6504027.759648344
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SOCIETE FAURE, 17 RUE BOIRON 69440 MORNANT,69440,830384.7387386606,6503386.176419102
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LSC BOIS,SAINT-DIDIER-SOUS-RIVERIE 439 RTE DE LA SAULEE 69440 CHABANIERE,69440,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MATERIEL ET MATERIAUX, 3000 ROUTE DE RAVEL 69440 MORNANT,69440,833084.6738284411,6503670.143896047
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GB IMPEX,ZA DE LA RONZE 15 CHEMIN DES EGLANTIERS 69440 TALUYERS,69440,834958.7984247115,6505440.244547155
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SOCIETE DE PRODUCTION D'ECO MATERIAUX - SO.PRO.D'EM, 197  ANCIEN CANAL DE LA MADELEINE 69440 CHABANIERE,69440,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,IPT FRANCE, 4 RUE DES LAZARISTES 69440 MORNANT,69440,830455.7869369303,6503244.7264863085
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,THOMAS SOGRAMA MATERIAUX,  LD LES CHANTIERES 69440 CHABANIERE,69440,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ARCHITECTURAL CONCEPT, 175 RUE DE SAINT MARC 69440 TALUYERS,69440,834542.2901771432,6505678.934724128
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,HYDEWA FRANCE, 5 ROUTE DE SAINT SORLIN 69440 MORNANT,69440,829943.77,6503689.75
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,I.MAJE,   ZA DE LA RONZE 69440 TALUYERS,69440,0,0
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),O CARRE SPA, 381 RUE CAPITAINE FRANCOIS GARBIT 69440 MORNANT,69440,832968.9258601528,6503742.174301637
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),QUINCAILLERIE MORNANTAISE, 13 AVENUE DE VERDUN 69440 MORNANT,69440,830148.5029671177,6503922.896106723
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CHUGOKU PAINTS B.V, 1 RUE DES GASSES 69450 SAINT-CYR-AU-MONT-D'OR,69450,840703.6361920582,6526130.390911024
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GROUPE MDSA NEGOCE, 2125 ROUTE DE VILLEFRANCHE 69480 ANSE,69480,832804.8354785647,6539841.94784612
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SARL B C D,   Z A  LES HAIES 69480 MORANCE,69480,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ETABLISSEMENTS PAUL PIRET, 27 RUE DES MARRONNIERS 69480 ANSE,69480,833371.9297765527,6539001.66386984
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,2 MC MENUISERIES,LA BUISSONIERE 638 ROUTE DE VILLEFRANCHE 69480 ANSE,69480,832901.988299703,6539561.035318148
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,RHONE PIERRES,10 ZAC ST ROMAIN  AVENUE DE LOSSBURG 69480 ANSE,69480,833045.7550759851,6539777.428103148
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,MD2C SOLS DISTRIBUTION,LIEU DIT ZAC DES PIERRES DOREES 294 ALL DE VIA DOREE BEL AIR 69480 ANSE,69480,0,0
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),M2BY SAONE,RN 6 296 ALLEE DE VIADOREE 69480 ANSE,69480,832856.0356876185,6541294.274588246
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),LES PISCINES CALADOISES, 2125 ROUTE DE VILLEFRANCHE 69480 ANSE,69480,832804.8354785647,6539841.94784612
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,TARARE MATERIAUX, 780 BOULEVARD DE LA TURDINE 69490 SAINT-FORGEUX,69490,813503.8070643708,6532832.665952539
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SARL JUNET BOIS, 1050 ROUTE DE SARCEY 69490 SAINT-ROMAIN-DE-POPEY,69490,819986.3102863932,6530915.217935523
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,3B, 2360 ROUTE DE SAVIGNY 69490 ANCY,69490,819302.01,6526876.95
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ABEMCO,ZA LA NOYERAIE 47 IMPASSE DES PEUPLIERS 69490 SARCEY,69490,819443.1954788925,6532213.690762087
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),JUNET CARRELAGE ET BAINS, 1050 ROUTE DE SARCEY 69490 SAINT-ROMAIN-DE-POPEY,69490,819986.3102863932,6530915.217935523
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),JUNET BRICO, 1050 ROUTE DE SARCEY 69490 SAINT-ROMAIN-DE-POPEY,69490,819986.3102863932,6530915.217935523
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),J M G, 7 ROUTE DU COLOMBIER 69490 SAINT-ROMAIN-DE-POPEY,69490,819409.9896834354,6530144.4476970425
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,M. CHARLES VCF (VRP CONSULTING FAMILY), 14 RUE JEANNE COLLAY 69500 BRON,69500,848790.7091010214,6517787.499045882
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CREALIS, 15 ALLEE DES GINKGOS 69500 BRON,69500,850302.9847753968,6517311.91385038
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),PISCINES PLAISIR LYON RIVE GAUCHE, 38 ALLEE DES PLATANES 69500 BRON,69500,846945.6219093229,6515789.213219942
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),CASTORAMA FRANCE,AERODROME DE LYON  AV LOUIS MOUILLARD 69500 BRON,69500,0,0
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),GB. DISTRIBUTION SN, 79 RUE DE REIMS 69500 BRON,69500,848821.5577718898,6517416.561277596
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MEME PALIER, 21 CHEMIN DE LA CROIX BLANCHE 69510 SOUCIEU-EN-JARREST,69510,831517.0234519161,6509698.686583615
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MARAVAL ENERGIE, 80 CHEMIN DE L’HERSE 69510 THURINS,69510,826872.3512354923,6509820.201812814
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PIERRACERAM, 3 ALLEE DU CHAZEAU 69510 MESSIMY,69510,832018.3660510569,6513212.025160991
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),V.O.S OUTILLAGES ET EQUIPEMENTS, 104 ROUTE DES MONTS DU LYONNAIS 69510 MESSIMY,69510,829882.8703614078,6510866.667791475
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,RS PORTES,SANTICOLI  ZAC CHANTELOT 17 AVENUE CHANTELOT 69520 GRIGNY,69520,837861.4943080203,6502401.832719514
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LOFT CARRELAGE, 8 AVENUE CHANTELOT 69520 GRIGNY,69520,837891.4304151473,6502631.550452474
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CATANIA CERAMIQUE, 25 AVENUE JEAN MOULIN 69520 GRIGNY,69520,840030.7589267832,6502784.1709156325
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMRA, 8 AVENUE MARCELIN BERTHELOT 69520 GRIGNY,69520,839267.0831196925,6501739.00941064
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PIB RHONE, 17  CHANTELOT 69520 GRIGNY,69520,0,0
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),ELGISYA,   LE JAYON 69520 GRIGNY,69520,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CHARROIN SA, 12 RUE DU GENERAL DE GAULLE 69530 BRIGNAIS,69530,837279.6898833829,6509921.3442871785
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DECOGRANIT NEGOCE,BAT 7 7 CHEMIN DE SACUNY 69530 BRIGNAIS,69530,837781.4526216693,6510440.094445448
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PELTIER BOIS LYON,  CHEMIN DES VIEILLES VIGNES 69530 BRIGNAIS,69530,836550.7898217784,6508787.651930866
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,B.S.G OUVERTURES, 226 RUE DU GENERAL DE GAULLE 69530 BRIGNAIS,69530,836411.2277528017,6508769.890752302
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CLARISTYLE,WEST PARK 21 RUE DE L’INDUSTRIE 69530 BRIGNAIS,69530,838025.688545445,6509706.008365332
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MALERBA DISTRIBUTION RHONE ALPES, 27 RUE DE L’INDUSTRIE 69530 BRIGNAIS,69530,838166.6888059662,6509721.062098655
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MAISONCLIC, 547 RUE DES VELOUTIERS 69530 ORLIENAS,69530,833574.5517933554,6507832.300844502
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,AGENCE CUESTA,BATIMENT I 4 PLACE DES VERGERS 69530 BRIGNAIS,69530,836881.4069018862,6509644.315813426
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CERAM CENTER, 4 CHEMIN DE SACUNY 69530 BRIGNAIS,69530,837773.09,6510299.28
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMRA,ZI DU NORD  ROUTE D’IRIGNY 69530 BRIGNAIS,69530,837578.2924384333,6509717.3041924685
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PPG DISTRIBUTION,C.D. 42   MONINSABLE 69530 BRIGNAIS,69530,0,0
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PEINTURES INDUSTRIE ET BATIMENT, 231 RUE DU GENERAL DE GAULLE 69530 BRIGNAIS,69530,836455.6066889676,6508830.191907948
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,TALASSA,ZA DE SACUNY PARK AVENIR 232 AVENUE MARCEL MERIEUX 69530 BRIGNAIS,69530,837748.833404475,6511148.38226489
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,A&J CARRELAGE, 35 RUE DE L’INDUSTRIE 69530 BRIGNAIS,69530,838269.8786578539,6509751.819162226
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),MISTERPISCINES, 21 RUE DE L’INDUSTRIE 69530 BRIGNAIS,69530,838025.688545445,6509706.008365332
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),LA PISCINADE, 37 ROUTE DE LYON 69530 ORLIENAS,69530,836269.7569733192,6507506.451905602
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),BATI-HARMONIE, 226 RUE DU GENERAL DE GAULLE 69530 BRIGNAIS,69530,836411.2277528017,6508769.890752302
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MFCS, 23 CHE DES HAUTS DE SELETTES 69540 IRIGNY,69540,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,AGENCE COMMERCIALE GEORGES SUDON, 12 CHEMIN DES LAIES 69540 IRIGNY,69540,841797.7250342972,6510529.679482211
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CENTRE EST PEINTURES DISTRIBUTION, 2 RUE D'YVOURS 69540 IRIGNY,69540,842217.6942760942,6511957.223845988
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CARROSS, 16 RUE DE SERRIERES 69540 IRIGNY,69540,841548.7714977214,6511963.547413693
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,GLOBAL DISTRI, 16 RUE DE SERRIERES 69540 IRIGNY,69540,841548.7714977214,6511963.547413693
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),EUR'EAU, 1 RUE DE LA MANUFACTURE BAVEREY 69540 IRIGNY,69540,0,0
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),DEPOT BY CARROSS, 16 RUE DE SERRIERES 69540 IRIGNY,69540,841548.7714977214,6511963.547413693
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),DECOR', 24 RUE DE LA MOUCHE 69540 IRIGNY,69540,841768.1529602362,6511898.958143413
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BLOCMOBIL,ZAC   LA VALLEE 69550 SAINT JEAN LA BUSSIERE,69550,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LCVS, 15 RUE DES FONTAINES 69550 AMPLEPUIS,69550,803359.3938568056,6542051.434595134
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,OLLIER BOIS,   REBE 69550 AMPLEPUIS,69550,0,0
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),LACOMBE DEMORE MOTOCULTURE,ZA LA GAITE 13 ROUTE DE CUBLIZE 69550 AMPLEPUIS,69550,803621.0451194628,6543478.956173211
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),BRUNO BRICO, 3 ROUTE DE CUBLIZE 69550 AMPLEPUIS,69550,803423.1025333306,6543343.879033305
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,THERMO-BATI CONSEIL, 288 RTE DEPARTEMENTALE 386 69560 SAINT-ROMAIN-EN-GAL,69560,0,0
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),VIENNE STORES, 44 ROUTE DEPARTEMENTALE 386 69560 SAINT-ROMAIN-EN-GAL,69560,845726.9119676515,6493667.841451745
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),VERTEC,CNR   ZONE PORTUAIRE 69560 SAINT-ROMAIN-EN-GAL,69560,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,FEMAT, 14 CHEMIN DES HIRONDELLES 69570 DARDILLY,69570,836962.1776893571,6524476.444543398
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,L'ATELIER DES TRADITIONS, 81 RTE NATIONALE 6 69570 DARDILLY,69570,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ARCHITECTURAL CONCEPT, 51 CHEMIN DU MOULIN CARRON 69570 DARDILLY,69570,837184.9635654461,6524220.168976908
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CHALETS TENDILLE, 9 RTE NATIONALE 6 69570 DARDILLY,69570,0,0
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,AKZO NOBEL DISTRIBUTION, 9 CHEMIN DU PLATEAU 69570 DARDILLY,69570,837099.9908937118,6523851.043279804
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PPG DISTRIBUTION, 12 CHEMIN DES GORGES 69570 DARDILLY,69570,837176.4624853877,6524718.165346099
46.90Z,Commerce de gros (commerce interentreprises) non specialise,CENTRE NEGOCE SARL,ANCIENNE ROUTE DE MACON 69 RTE NATIONALE 6 69570 DARDILLY,69570,0,0
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),EDEN PISCINES, 69 RTE NATIONALE 6 69570 DARDILLY,69570,0,0
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),TERRABRIS,LES CONFLES 69 RTE NATIONALE 6 69570 DARDILLY,69570,0,0
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),F.B.S., 59 CHEMIN DU MOULIN CARRON 69570 DARDILLY,69570,837310.7563442492,6524077.249851362
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),CASTORAMA FRANCE,PARC D'AFFAIRES  ROUTE DU PAISY 69570 DARDILLY,69570,837257.4039533952,6524385.186564329
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),L.N.O., 67 RTE NATIONALE 6 69570 DARDILLY,69570,0,0
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),FRANCE CONCEPT AMENAGEMENT, 51 CHEMIN DU MOULIN CARRON 69570 DARDILLY,69570,837184.9635654461,6524220.168976908
47.53Z,Commerce de detail de tapis moquettes et revetements de murs et de sols en magasin specialise,BELVEDERE,PARC D'AFFAIRES   PAISY 69570 DARDILLY,69570,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,AEP,4 RESIDENCE LES EPINETTES 4 RES DES EPINETTES 69580 SATHONAY-VILLAGE,69580,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MATERIAUX ET AGGLOMERES DU RHONE ET DE L'AIN-MARA, 22 AVENUE DU BOUTAREY 69580 SATHONAY-CAMP,69580,845758.8039893608,6526763.383870828
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,MDW DIFFUSION, 2  VILLAGE 69580 SATHONAY-CAMP,69580,0,0
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CARRELAGE DU PETIT LYON, 52 AVENUE FELIX FAURE 69580 SATHONAY-CAMP,69580,845213.368583018,6526990.483901569
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),IDS RHONE ALPES,10 RESIDENCE DES EPINETTES  CHEMIN DES EPINETTES 69580 SATHONAY-VILLAGE,69580,845442.2656802193,6528009.643940278
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),EURL MAWINDO, 77 AVENUE PAUL DELORME 69580 SATHONAY-CAMP,69580,844875.4872093238,6525912.438810482
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),L.D. PISCINE ASSISTANCE, 21 RUE OSCAR GALLINE 69580 SATHONAY-VILLAGE,69580,846053.3355590205,6527921.649826253
46.13Z,Intermediaires du commerce en bois et materiaux de construction,3 BAIES.COM,ZI GRANGE EGLISE SUD   COLOMBIER 69590 SAINT SYMPHORIEN SUR COISE,69590,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SAGRA, 1685 AVENUE DU FOREZ 69590 SAINT-SYMPHORIEN-SUR-COISE,69590,812309.7500435691,6504458.15052928
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),BE.A.BA., 70  GRANDE RUE 69590 SAINT-SYMPHORIEN-SUR-COISE,69590,813435.3381989006,6504706.055652828
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,VILVERT MATERIAUX,,69610,0,0
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),FL COATINGS,   ZONE D'ACTIVITES DE BELLEVUE 69610 SOUZY,69610,0,0
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),ANTALICE,ZONE BELLEVUE 675 ROUTE DES GRANDES TERRES 69610 SOUZY,69610,813238.8466331039,6512149.037760308
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DECO MATIERE, 104 ROUTE D’ANSE 69620 FRONTENAS,69620,827566.9429494074,6537810.417238293
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,M.D.S.,   CHEZ BONTEMPS 69620 TERNAND,69620,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DIDIER DAGUE, 56 ALLEE DES ECUREUILS 69620 FRONTENAS,69620,827900.372053179,6537689.198852831
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,M.A.V.I,ZA DES PLAINES - SAINT LAURENT D'OINGT 130 ROUTE DES PLAINES 69620 VAL D'OINGT,69620,820819.85,6537413.54
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PLATTARD NEGOCE,SAINT LAURENT D OINGT VAL D OINGT   ZA LES PLAINES 69620 VAL D'OINGT,69620,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BOIS PRODUCTIQUE, 56 ALLEE DES ECUREUILS 69620 FRONTENAS,69620,827900.372053179,6537689.198852831
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),CUBINOX,   LA TONNELIERE 69620 LE BREUIL,69620,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MIDOL MENUISERIE INDUSTRIELLE DE L' OUEST LYONNAIS, 76 ROUTE DE BRIGNAIS 69630 CHAPONOST,69630,837468.0142709288,6512675.651236213
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,FEMAT CHAPONOST, 4 ROUTE DU DOME 69630 CHAPONOST,69630,837257.0324667084,6512238.947310913
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BF DIFFUSION,PARC ACTIVITE 3 COMMUNES TAFFIGNON  ROUTE DE FRANCHEVILLE 69630 CHAPONOST,69630,837811.0174004993,6515689.803569244
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,TECOBAIE LB,ZA DE TAFFIGNON  ROUTE DES AQUEDUCS 69630 CHAPONOST,69630,837501.7906810674,6515192.346303758
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GIRARDON MATERIAUX,ZONE D'ACTIVITES DES SABLES 15 ROUTE DES SABLES 69630 CHAPONOST,69630,837430.0033745588,6513636.9670925215
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,WATER EXCEPTION, 3 RUE DES BOUVREUILS 69630 CHAPONOST,69630,835911.2032619077,6512934.701270396
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,STATION COULEURS,ZA DU CAILLOU 1 RUE JULES VERNE 69630 CHAPONOST,69630,837262.1199886976,6512596.513150603
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,EXORS, 324  ROUTE DE LA MITONNIERE 69670 VAUGNERAY,69670,0,0
46.13Z,Intermediaires du commerce en bois et materiaux de construction,FENETRES ET HABITAT, 21 RUE DES FRERES LUMIERE 69680 CHASSIEU,69680,852361.252551291,6516596.503533647
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ENER-RENOV, 50 AVENUE DU PROGRES 69680 CHASSIEU,69680,852756.5677896517,6516688.530590566
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SAMPLES ROOM, 24 CHEMIN DE LA GRANGE 69680 CHASSIEU,69680,852650.4850771775,6517735.3147240905
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DUMALOU, 96 AVENUE DU PROGRES 69680 CHASSIEU,69680,852623.1234217249,6515841.629414757
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,WOOD ET PLY, 42 AVENUE DU PROGRES 69680 CHASSIEU,69680,852822.5641431761,6516828.030142307
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DISTRIBUTION DE MATERIAUX POUR LES TRAVAUX PUBLICS - D.M.T.P, 2 RUE AUGUSTIN FRESNEL 69680 CHASSIEU,69680,853144.8509063467,6515652.333870927
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PMC DELOY, 14 AVENUE DES FRERES MONTGOLFIER 69680 CHASSIEU,69680,852935.5266121186,6516018.808510922
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GLOBAL PROBAT, 65 AVENUE DU PROGRES 69680 CHASSIEU,69680,852744.4954067788,6516604.693997656
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DM DISTRIBUTION,32-34 32 AVENUE DES FRERES MONTGOLFIER 69680 CHASSIEU,69680,853365.6752294573,6515739.160453881
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ART CERAME CE, 5 RUE JACQUARD 69680 CHASSIEU,69680,853011.5789073333,6516501.037204584
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LOGISTIQUE PALETTES, 9 RUE JACQUES MONOD 69680 CHASSIEU,69680,852464.9765104839,6516692.612467292
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,FRANS BONHOMME, 35 RUE AMPERE 69680 CHASSIEU,69680,853625.1112427516,6516334.845421459
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,FRANS BONHOMME, 2 RUE AUGUSTIN FRESNEL 69680 CHASSIEU,69680,853144.8509063467,6515652.333870927
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PPG DISTRIBUTION, 33 AVENUE DES FRERES MONTGOLFIER 69680 CHASSIEU,69680,853335.3086854593,6515883.368837161
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,POOLWEB,ZI MI PLAINE 96 AVENUE DU PROGRES 69680 CHASSIEU,69680,852623.1234217249,6515841.629414757
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CIRKEM, 75 AVENUE DU PROGRES 69680 CHASSIEU,69680,852723.6492126771,6516485.758351018
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),RK-PISCINES, 50 AVENUE DU PROGRES 69680 CHASSIEU,69680,852726.3460817711,6516511.819420171
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),HOME CLOTURES DU RHONE,BAT MBE170 12 RUE JACQUARD 69680 CHASSIEU,69680,852968.4820070348,6516354.219042869
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),MISTERPISCINES, 29 RUE AMPERE 69680 CHASSIEU,69680,853648.9845959584,6516416.091150245
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,KARA OUVERTURE GIVORS, 6 QUAI ROSENBERG 69700 GIVORS,69700,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,IFF LYON SUD, 1537 ROUTE DE BEAUCAIRE 69700 LOIRE-SUR-RHONE,69700,841276.7147059315,6497048.6277323235
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PARALU DIFFUSION,ZONE INDUSTRIELLE CHASSAGNY 250 RTE DES VARENNES 69700 BEAUVALLON,69700,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PIERRES DE L'EST,  ROUTE DE RIVE-DE-GIER 69700 GIVORS,69700,835613.0713983417,6499571.1110689975
