NAF,Code_NAF,Nom,Adresse_etablissement,Code_Postal,CoordonneesLambertAbscisse,coordonneesLambertOrdonnee
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),FRANCE CLOTURE CONSEIL, 205 AVENUE FRANKLIN ROOSEVELT 69150 DECINES-CHARPIEU,69150,850314.2228365988,6518323.499888297
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),DEKORA, 9 RUE BALZAC 69150 DECINES CHARPIEU,69150,0,0
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),LA BOITE A OUTILS, 18 ROUTE DE JONAGE 69150 DECINES-CHARPIEU,69150,853868.2553438116,6521218.933676902
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),KF KATIA 2, 163 AVENUE FRANKLIN ROOSEVELT 69150 DECINES-CHARPIEU,69150,850383.9750120396,6518749.10607379
47.53Z,Commerce de detail de tapis moquettes et revetements de murs et de sols en magasin specialise,FOUCRAY DECO, 5 ROUTE DE JONAGE 69150 DECINES-CHARPIEU,69150,853620.6410603083,6521142.299543325
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,TARARE MATERIAUX, 4 AVENUE MATHIEU MISERY 69160 TASSIN-LA-DEMI-LUNE,69160,837358.6652804886,6519135.993375079
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,RENOV'ROUTE, 6 ALLEE DU RUISSEAU DE RIBBES 69160 TASSIN-LA-DEMI-LUNE,69160,835274.4098768465,6520297.553574604
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ALLIANCE BOIS, 58 ROUTE DE PARIS 69160 TASSIN-LA-DEMI-LUNE,69160,836989.7755172901,6520122.899450426
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,F BERNARD SA, 45 RUE FRANCOIS MERMET 69160 TASSIN-LA-DEMI-LUNE,69160,837330.3535475583,6519216.33604631
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SOCIETE DE DIFFUSION J.AMET, 16 RUE DES CERISIERS 69160 TASSIN-LA-DEMI-LUNE,69160,837714.4833569434,6519561.180276504
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,LYON RENOVATEUR, 23 AVENUE GENERAL BROSSET 69160 TASSIN-LA-DEMI-LUNE,69160,838237.6976813887,6519110.301277539
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),PP2M, 22 AVENUE VICTOR HUGO 69160 TASSIN-LA-DEMI-LUNE,69160,838708.280188053,6520172.284733998
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),IPM, 2 CHEMIN DU VIEUX MOULIN 69160 TASSIN-LA-DEMI-LUNE,69160,838350.43905789,6520106.888428215
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),DROGUERIE TASSIN,5 E  PROMENADE DES TUILERIES 69160 TASSIN-LA-DEMI-LUNE,69160,838230.6030966335,6519687.530131251
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),THERMAE, 2 CHEMIN DU VIEUX MOULIN 69160 TASSIN-LA-DEMI-LUNE,69160,838350.43905789,6520106.888428215
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),LEROY MERLIN FRANCE, 12 AVENUE VICTOR HUGO 69160 TASSIN-LA-DEMI-LUNE,69160,838926.7429466536,6520456.702966122
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ARTINOM, 43 RUE DES EPARRES 69170 AFFOUX,69170,808857.0239500976,6528233.154346619
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CHAUSSON MATERIAUX,ZAC CANTUBAS 1 RUE JOSEPH KESSEL 69170 TARARE,69170,810464.9805782274,6535935.7613063175
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),C P S G, 7 AVENUE EDOUARD HERRIOT 69170 TARARE,69170,811791.6832774634,6533465.357915867
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),SAS BRICO TURDINE, 10 BOULEVARD DE LA TURDINE 69170 TARARE,69170,813113.9921639761,6533023.821766491
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,EURO-CEM FRANCE, 15 RUE CARNOT 69190 SAINT-FONS,69190,844431.79,6513772.64
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),ETABLISSEMENT TOUSSAINT, 15 RUE CARNOT 69190 SAINT-FONS,69190,844431.7905448328,6513772.635514225
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),ETABLISSEMENT TOUSSAINT, 10 RUE CARNOT 69190 SAINT-FONS,69190,844426.2315698756,6513757.508737451
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),TECHNI PLOMBERIE, 83 AVENUE JEAN JAURES 69190 SAINT-FONS,69190,844330.9883450377,6513909.229251517
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,RECUP'PALETTES, 14 RUE DU PROFESSEUR ROUX 69200 VENISSIEUX,69200,844428.1,6516036.95
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ACHATS VENTES PALETTES, 3 RUE MARIUS VIVIER-MERLE 69200 VENISSIEUX,69200,848000.7900990718,6512200.014280788
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,AU FAITE, 2 CHEMIN DU GENIE 69200 VENISSIEUX,69200,844817.0525406802,6514649.258048379
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SARL JEAN CORNE ET CIE,41/43  RUE ROGER SALENGRO 69200 VENISSIEUX,69200,845273.592246169,6515280.5462508695
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,RECYCLE PALETTE, 3 RUE JOHANN STRAUSS 69200 VENISSIEUX,69200,847710.6537952457,6511928.097551623
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ECO 3 BOIS, 2 CHEMIN DU GENIE 69200 VENISSIEUX,69200,844817.0525406802,6514649.258048379
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LA PLATEFORME, 192 AVENUE FRANCIS DE PRESSENSE 69200 VENISSIEUX,69200,845778.6421379787,6514300.105772834
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SECURIBAT RHONE ALPES, 11 AVENUE DE LA REPUBLIQUE 69200 VENISSIEUX,69200,845125.6016949139,6513746.223780449
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CERAKASA, 2 CHEMIN DU GENIE 69200 VENISSIEUX,69200,844817.0525406802,6514649.258048379
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PANTHERGROUPE FRANCE, 57 AVENUE DE LA REPUBLIQUE 69200 VENISSIEUX,69200,845862.48,6513620.61
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,VESUVIUS EUROPE, 41 BOULEVARD MARCEL SEMBAT 69200 VENISSIEUX,69200,846344.0269896549,6514612.3649389725
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MDA CONSTRUCTION, 3 ALLEE JOSEPH MUNTZ 69200 VENISSIEUX,69200,0,0
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ZOLPAN, 178 AVENUE FRANCIS DE PRESSENSE 69200 VENISSIEUX,69200,845611.9286078908,6514570.301939999
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,DAVEY WATER PRODUCTS, 7 RUE EUGENE HENAFF 69200 VENISSIEUX,69200,847779.9051894159,6511524.974821482
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),VEDIS ISOLATION, 346 AVENUE CHARLES DE GAULLE 69200 VENISSIEUX,69200,846915.0313230532,6515015.899862625
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),LEROY MERLIN FRANCE,ODYSSEY 1 RUE SIMONE VEIL 69200 VENISSIEUX,69200,846195.0841051416,6514792.325776297
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),AMC ENTREPRISE,22 A 24 22 RUE FRANCISQUE AYNARD 69200 VENISSIEUX,69200,845961.8184302426,6513288.606805591
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ABO DISTRIBUTION, 113  GRAND CHEMIN RN7 69210 LENTILLY,69210,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CHAUSSON MATERIAUX,ZA LES MARTINETS 1099 RUE CLAUDE TERRASSE 69210 L'ARBRESLE,69210,825022.9960122408,6526474.496432642
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,VALLIANCE, 50 CHE LE MOULIN 69210 SAINT-PIERRE-LA-PALUD,69210,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GIRARDON MATERIAUX,PARC D'ACTIVITES DE CHARPENAY  ALL DES BOUTONS D'OR 69210 LENTILLY,69210,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ETABLISSEMENT LOUIS GENTY, 183 RUE CLAUDE TERRASSE 69210 L'ARBRESLE,69210,825434.7368653264,6527270.088731011
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MONTAGNY,LIEU DIT  AU MOIRE  ROUTE DE LOZANNE 69210 SAINT-GERMAIN-NUELLES,69210,826524.1569617359,6528074.667949744
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ETABLISSEMENTS BONNEPART,   Z I  LA PONCHONNIERE 69210 SAVIGNY,69210,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMRA,ZA LA PLAGNE 387 ROUTE DU PRE NEUF 69210 BULLY,69210,820941.0,6530127.06
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CERAMIKA DRIVE OUEST, 13 RUE DE L’AQUEDUC 69210 LENTILLY,69210,830919.1601628588,6525634.798928246
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),LES ARTISANS DU STORE, 35 RUE DES MARTINETS 69210 L'ARBRESLE,69210,824732.4102600702,6526337.509175161
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),L ESPACE BRICO DECOR, 366 ROUTE DE SAIN-BEL 69210 L'ARBRESLE,69210,824690.5712771713,6526355.762524404
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,INTERALUM PROFILES, 27 RUE PAUL BERTHOUD 69220 BELLEVILLE-EN-BEAUJOLAIS,69220,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,AUTREMENT PIERRES, 68 RUE DE LA POSTE 69220 BELLEVILLE-EN-BEAUJOLAIS,69220,835190.52,6558314.46
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CASA-NOVA MATERIAUX, 16 RUE DU BOIS BARON 69220 BELLEVILLE-EN-BEAUJOLAIS,69220,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,KRANNICH SOLAR, 12 RUE DU BOIS BARON 69220 BELLEVILLE-EN-BEAUJOLAIS,69220,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PLATTARD NEGOCE,BELLEVILLE 111  GRANGE BERCHET 69220 BELLEVILLE-EN-BEAUJOLAIS,69220,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BAMBOO FRANCE, 16 RUE DU BOIS BARON 69220 BELLEVILLE-EN-BEAUJOLAIS,69220,0,0
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,MF COLOR, 9007 RUE GABRIEL VOISIN 69220 BELLEVILLE-EN-BEAUJOLAIS,69220,0,0
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),AGENCE JM, 14 RUE DE BOURGOGNE 69220 BELLEVILLE-EN-BEAUJOLAIS,69220,0,0
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),AGENCE JM, 85 RUE DES ALIZES 69220 TAPONAS,69220,835836.3005799607,6560553.708858783
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),PISCIN'ATTITUDE, 19 RUE GABRIEL VOISIN 69220 BELLEVILLE-EN-BEAUJOLAIS,69220,0,0
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),ETABLISSEMENTS HUMBERT,BELLEVILLE 34 AV DE VERDUN 69220 BELLEVILLE-EN-BEAUJOLAIS,69220,0,0
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),SUCYBRI,LIEU DIT   PRES DE LA CLOCHE 69220 BELLEVILLE-EN-BEAUJOLAIS,69220,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ATOUT PROFESSIONNEL SERVICES, 73 CHE DES SOURCES 69230 SAINT-GENIS-LAVAL,69230,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MAISON BOIS ET COUVERTURE RHONE ALPES, 40 RUE BARON CHAURAND 69230 SAINT-GENIS-LAVAL,69230,839909.3567483955,6511545.989326939
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BELITH SPECIALTIES, 48 CHEMIN DES OLIVIERS 69230 SAINT-GENIS-LAVAL,69230,838584.5311338835,6511468.977357143
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ARTELI SGL, 119 ROUTE DE BRIGNAIS 69230 SAINT-GENIS-LAVAL,69230,837773.5616430868,6513832.498784395
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SOLEGNO,LIEUDIT BEAUVERSANT 303 ROUTE DE BRIGNAIS 69230 SAINT-GENIS-LAVAL,69230,837487.7240071909,6512104.479404757
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MD PALETTES, 140 ROUTE DE VOURLES 69230 SAINT-GENIS-LAVAL,69230,839225.0579700568,6510477.185576954
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BRT EURL, 14 CHEMIN DE PUTET 69230 SAINT-GENIS-LAVAL,69230,839368.9973220831,6512685.27328169
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PLATTARD CARRELAGES,LIEUDIT BEAUVERSANT - RD 42  ROUTE DE BRIGNAIS 69230 SAINT-GENIS-LAVAL,69230,837602.7073002381,6513511.204612396
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DISTRIBUTION AMENAGEMENT ET ISOLATION, 47 CHE DES SOURCES 69230 SAINT-GENIS-LAVAL,69230,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SAMSE,ZONE INDUSTRIELLE   FAVIER 69230 SAINT-GENIS-LAVAL,69230,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,FRANS BONHOMME, 25 CHEMIN DE LA MOUCHE 69230 SAINT-GENIS-LAVAL,69230,841246.8916220795,6512230.746593684
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DECO - PIERRE - MENUISERIE PAR ABREVIATION D.P.M, 56 RUE DE CHARLIEU 69240 COURS,69240,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ERIC MALGREY COMMERCIAL BOIS CONSTRUCTION, 24 RUE GAMBETTA THIZY 69240 THIZY-LES-BOURGS,69240,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GAM,PONT TRAMBOUZE 15 LD RAMBERTON 69240 COURS,69240,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMRA, 2 RUE DE LYON 69240 COURS,69240,0,0
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),CHUZEVILLE MATERIAUX,ZONE INDUSTRIELLE   LES GRANGES 2 69240 THIZY-LES-BOURGS,69240,0,0
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),SARL CHIGNET-BOGNEAUX, 7 RUE GEORGES CLEMENCEAU 69240 COURS,69240,0,0
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),SARL CHIGNET-BOGNEAUX, 4 RUE DU COMMERCE 69240 COURS,69240,0,0
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),BREQUIN, 110 RUE DU BOIS BROCHET 69240 THIZY-LES-BOURGS,69240,799810.5210354907,6549203.151686323
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),EMA DIFFUSION,COURS-LA-VILLE 74 RUE NEUVE 69240 COURS,69240,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GUGLER LYON 6E,BAT N 7 11 ALL GUIMET 69250 FLEURIEU-SUR-SAONE,69250,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,TENHU, 36 AVENUE GAMBETTA 69250 NEUVILLE-SUR-SAONE,69250,842971.4383755154,6531512.853232253
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,DJ CONCEPT, 62 ALLEE DES MAGNOLIAS 69250 MONTANAY,69250,844174.699264937,6532735.518114643
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LE CROCODILE BLEU, 17 CHE TRACOL 69260 CHARBONNIERES-LES-BAINS,69260,0,0
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PROFILTEK FRANCE,CHEZ IN EXTENSO RHONE-ALPES - BP 33 24 CHEMIN DES VERRIERES 69260 CHARBONNIERES-LES-BAINS,69260,835381.9495447548,6522507.818445303
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),ISOA SHOP, 8 CHEMIN BECKENSTEINER 69260 CHARBONNIERES-LES-BAINS,69260,835621.6819395607,6521499.085348217
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,HDR SERVICES, 796 QUAI PIERRE DUPONT 69270 ROCHETAILLEE-SUR-SAONE,69270,842493.8440922622,6529149.482270192
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,FERMETURE 2002, 14 QUAI DE CHAREZIEUX 69270 SAINT-ROMAIN-AU-MONT-D'OR,69270,842107.2459339742,6528212.537664411
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CLEF, 333 RUE DU DAVID 69270 FONTAINES-SAINT-MARTIN,69270,844130.5299178055,6529263.969955651
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BEAULIEU INVEST, 7 RUE DE LA LIBERATION 69270 FONTAINES-SUR-SAONE,69270,844260.357297092,6527528.04885074
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,VARO, 76 RUE PIERRE BOUVIER 69270 FONTAINES-SUR-SAONE,69270,843724.046656613,6527586.7611404
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,LA MAISON DU CCS, 23 RUE DE LA LIBERATION 69270 FONTAINES-SUR-SAONE,69270,844588.8375048517,6527566.782075767
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,STCF, 34 RUE LE BELVEDERE 69270 FONTAINES-SAINT-MARTIN,69270,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,TCM DIFFU, 200 RUE DES SOURCES 69280 MARCY-L'ETOILE,69280,832456.1996487398,6522484.365591987
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),FERMETURE ECON'HOME,ZAC DE CLAPELOUP 1 RUE DES FRENES 69280 SAINTE-CONSORCE,69280,832453.8303209787,6520470.495531218
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),THERMAE,ZONE ARTISANALE   CLAPE LOUP 69280 SAINTE-CONSORCE,69280,832659.7027812996,6520238.794509532
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SARL ALLIANCE VERANDA ET FERMETURE, 16 RUE DES AQUEDUCS 69290 CRAPONNE,69290,835320.1054010048,6518108.66169839
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,FMI, 2 CHEMIN DU BOIS BROUILLAT 69290 GREZIEU-LA-VARENNE,69290,831649.6967696237,6517095.458757105
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMRA, 139 AVENUE PIERRE DUMOND 69290 CRAPONNE,69290,833365.0088082689,6517855.931384998
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMRA, 134 VOIE ROMAINE 69290 CRAPONNE,69290,834894.8412280945,6518227.594945084
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,SEL - O - PUR, 15 AVENUE DAMICHON 69290 CRAPONNE,69290,833873.5810388628,6518006.738309531
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ARTE DEL BAGNO, 20 RUE DES AQUEDUCS 69290 CRAPONNE,69290,835227.6827905688,6518078.6330359075
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),AQUARAPH, 114 AVENUE DE L'AN 2000 69290 CRAPONNE,69290,835223.9687894859,6518031.8985091755
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),ITALIAN CASA, 40 RUE DE VERDUN 69290 CRAPONNE,69290,0,0
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),N2L PAINT, 20 RUE DES AQUEDUCS 69290 CRAPONNE,69290,835227.6827905688,6518078.6330359075
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),COMPTOIR LYONNAIS DU BRICOLAGE, 26 AVENUE EDOUARD MILLAUD 69290 CRAPONNE,69290,835394.6900889539,6517917.919639741
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SCP REALISATIONS, 38 RUE JEAN MOULIN 69300 CALUIRE-ET-CUIRE,69300,843320.0367159066,6523743.008286068
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DOMELEZIA, 45 COURS ARISTIDE BRIAND 69300 CALUIRE-ET-CUIRE,69300,843515.7650535041,6522321.527430261
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ESPACE CERAMIC ET DECO, 98 AVENUE GENERAL LECLERC 69300 CALUIRE-ET-CUIRE,69300,845057.2484564995,6524710.501741073
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),1001 LYON NORD, 93 RUE PASTEUR 69300 CALUIRE-ET-CUIRE,69300,843280.8567884687,6523215.124622642
46.13Z,Intermediaires du commerce en bois et materiaux de construction,3 BAIES.COM, 47 BD DE L EUROPE 69310 OULLINS-PIERRE-BENITE,69310,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SINCORA, 1 RUE DE LA GDE ALLEE 69310 OULLINS-PIERRE-BENITE,69310,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DS DISTRIBUTION, 12 AV DES SAULES 69310 OULLINS-PIERRE-BENITE,69310,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,G-H, 8 RUE COLONEL SEBBANE 69310 OULLINS-PIERRE-BENITE,69310,0,0
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),DROGUERIE OULLINS, 140  GRANDE RUE 69310 OULLINS-PIERRE-BENITE,69310,0,0
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),NOVA PISCINES,25-27 25 RUE DE LA REPUBLIQUE 69310 OULLINS-PIERRE-BENITE,69310,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DISTRIBUTION AMENAGEMENT ET ISOLATION,13/14  RUE JACQUES MONOD 69320 FEYZIN,69320,844017.2748122918,6510010.890929782
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DESIGN STREET, 17 RUE DU 11 NOVEMBRE 1918 69320 FEYZIN,69320,844053.3175205864,6509420.001939917
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PEINTURES MAESTRIA,CA DU CHATEAU DE L ILE 8 RUE LOUISE MICHEL 69320 FEYZIN,69320,844253.1894447139,6510204.930156651
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,D'KOMAT, 6 AVENUE DOCTEUR SCHWEITZER 69330 MEYZIEU,69330,857580.4147422306,6520276.168247518
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,M P P F,VOIE C E 23 RUE DES BRUYERES 69330 PUSIGNAN,69330,861514.4024659251,6520451.456827376
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,EST MULTITRAVAUX PRO, 6 RUE GAMBETTA 69330 MEYZIEU,69330,855050.9967286328,6520466.222854285
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CLEF, 6 RUE DE BRETAGNE 69330 MEYZIEU,69330,856821.7627423196,6520122.647800171
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,EGE CONSTRUCTION, 53 ROUTE DE JONAGE 69330 PUSIGNAN,69330,860656.2052041355,6520424.147146102
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SAINBIOSE, 9 RUE DU PERIGORD 69330 MEYZIEU,69330,857079.3792559117,6519796.753807796
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,METALTEQ, 21 RUE JEAN JAURES 69330 MEYZIEU,69330,856886.7836698384,6521635.760964119
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,THERMIMUR DISTRIBUTION SAS, 6 IMPASSE MONGE 69330 MEYZIEU,69330,857355.018121856,6520430.682296631
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SARL B C D, 47 RUE DE LA GARE 69330 PUSIGNAN,69330,861253.3006183396,6520185.750863731
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LEVIAT,LOTISSEMENT LES TACHES  RUE DU LUXEMBOURG 69330 MEYZIEU,69330,857510.8957324766,6519755.604902114
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MAURIS BOIS, 4 IMPASSE LIONEL TERRAY 69330 MEYZIEU,69330,856869.4024284325,6520950.575780818
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,HORMANN FRANCE SA,SYNTHEX PARC 165 RUE HELENE BOUCHER 69330 PUSIGNAN,69330,862115.223489086,6520235.237378567
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SUNCLEAR,ZAC DES GAULNES 1560 AVENUE HENRI SCHNEIDER 69330 JONAGE,69330,858251.300460062,6521684.587525121
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SAMSE,ZI DU MARIAGE - VOIE C 21 RUE DES BRUYERES 69330 PUSIGNAN,69330,861589.4974761535,6520392.890561675
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMRA, 10 ROUTE NATIONALE 69330 PUSIGNAN,69330,859355.8254349494,6519903.444470076
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DISTRIBUTION MATERIAUX BOIS PANNEAUX - D.M.B.P.,5-7-ZI SUD 5 BOULEVARD MONGE 69330 MEYZIEU,69330,857431.006954866,6520590.153595096
