NAF,Code_NAF,Nom,Adresse_etablissement,Code_Postal,CoordonneesLambertAbscisse,coordonneesLambertOrdonnee,gps_lon,gps_lat
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,NEOLIFE, 11 CHEMIN DES ANCIENNES VIGNES 69410 CHAMPAGNE-AU-MONT-D'OR,69410,837856.8943461671,6524054.181485037,"4,775028","45,802169"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LOGIBIO, 18 RUE DES ROSIERISTES 69410 CHAMPAGNE-AU-MONT-D'OR,69410,838337.900182471,6524122.109440861,"4,781239","45,802683"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,INVEST HOME ECO, 11 RUE DES AULNES 69410 CHAMPAGNE-AU-MONT-D'OR,69410,838071.438037522,6524293.940443602,"4,777859","45,804284"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,FENETRES IMMOBILIER ISOLATION CONFORT, 7 RUE DES AULNES 69410 CHAMPAGNE-AU-MONT-D'OR,69410,838091.3593196332,6524247.624923659,"4,778102","45,803863"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PORCELANOSA FRANCE,RN6 10 AVENUE GENERAL DE GAULLE 69410 CHAMPAGNE-AU-MONT-D'OR,69410,838584.135699007,6524120.560868009,"4,784408","45,802619"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMRA,RN6 15 AVENUE GENERAL DE GAULLE 69410 CHAMPAGNE-AU-MONT-D'OR,69410,838521.207484185,6524154.906306624,"4,783608","45,802941"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CALLAIT MENUISERIES ET FERMETURES, 21 ROUTE DE LA TAQUIERE 69420 AMPUIS,69420,840905.9320716957,6489209.61587608,"4,804025","45,487859"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GERKEN,Z.A.C. DE L ORME 3 CHEMIN DU CAMPING 69420 CONDRIEU,69420,838512.2275985935,6486437.210138223,"4,772592","45,463389"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PIERRE RENAUD SAS, 850 CHEMIN DE BOIS MANIE 69440 TALUYERS,69440,834896.1058866478,6506962.310464527,"4,732091","45,648889"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ALUK SYSTEMES,  RUE DU PETIT BOIS 69440 MORNANT,69440,832603.7547155514,6504027.759648344,"4,701854","45,622919"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SOCIETE FAURE, 17 RUE BOIRON 69440 MORNANT,69440,830384.7387386606,6503386.176419102,"4,673209","45,61757"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MATERIEL ET MATERIAUX, 3000 ROUTE DE RAVEL 69440 MORNANT,69440,833084.6738284411,6503670.143896047,"4,707925","45,619606"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GB IMPEX,ZA DE LA RONZE 15 CHEMIN DES EGLANTIERS 69440 TALUYERS,69440,834958.7984247115,6505440.244547155,"4,732467","45,635174"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,IPT FRANCE, 4 RUE DES LAZARISTES 69440 MORNANT,69440,830455.7869369303,6503244.7264863085,"4,674082","45,616283"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ARCHITECTURAL CONCEPT, 175 RUE DE SAINT MARC 69440 TALUYERS,69440,834542.2901771432,6505678.934724128,"4,727189","45,637405"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GROUPE MDSA NEGOCE, 2125 ROUTE DE VILLEFRANCHE 69480 ANSE,69480,832804.8354785647,6539841.94784612,"4,714412","45,945307"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ETABLISSEMENTS PAUL PIRET, 27 RUE DES MARRONNIERS 69480 ANSE,69480,833371.9297765527,6539001.66386984,"4,721494","45,937631"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,2 MC MENUISERIES,LA BUISSONIERE 638 ROUTE DE VILLEFRANCHE 69480 ANSE,69480,832901.988299703,6539561.035318148,"4,715587","45,942759"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,TARARE MATERIAUX, 780 BOULEVARD DE LA TURDINE 69490 SAINT-FORGEUX,69490,813503.8070643708,6532832.665952539,"4,463635","45,885699"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SARL JUNET BOIS, 1050 ROUTE DE SARCEY 69490 SAINT-ROMAIN-DE-POPEY,69490,819986.3102863932,6530915.217935523,"4,546722","45,867323"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,3B, 2360 ROUTE DE SAVIGNY 69490 ANCY,69490,819302.01,6526876.95,"4,53689","45,831086"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ABEMCO,ZA LA NOYERAIE 47 IMPASSE DES PEUPLIERS 69490 SARCEY,69490,819443.1954788925,6532213.690762087,"4,540049","45,879109"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,M. CHARLES VCF (VRP CONSULTING FAMILY), 14 RUE JEANNE COLLAY 69500 BRON,69500,848790.7091010214,6517787.499045882,"4,913802","45,743454"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MEME PALIER, 21 CHEMIN DE LA CROIX BLANCHE 69510 SOUCIEU-EN-JARREST,69510,831517.0234519161,6509698.686583615,"4,689468","45,674183"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MARAVAL ENERGIE, 80 CHEMIN DE L’HERSE 69510 THURINS,69510,826872.3512354923,6509820.201812814,"4,629852","45,676156"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PIERRACERAM, 3 ALLEE DU CHAZEAU 69510 MESSIMY,69510,832018.3660510569,6513212.025160991,"4,696876","45,705716"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,RS PORTES,SANTICOLI  ZAC CHANTELOT 17 AVENUE CHANTELOT 69520 GRIGNY,69520,837861.4943080203,6502401.832719514,"4,768843","45,607241"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LOFT CARRELAGE, 8 AVENUE CHANTELOT 69520 GRIGNY,69520,837891.4304151473,6502631.550452474,"4,769293","45,609303"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CATANIA CERAMIQUE, 25 AVENUE JEAN MOULIN 69520 GRIGNY,69520,840030.7589267832,6502784.1709156325,"4,796778","45,610242"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMRA, 8 AVENUE MARCELIN BERTHELOT 69520 GRIGNY,69520,839267.0831196925,6501739.00941064,"4,786679","45,600989"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CHARROIN SA, 12 RUE DU GENERAL DE GAULLE 69530 BRIGNAIS,69530,837279.6898833829,6509921.3442871785,"4,763535","45,675053"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DECOGRANIT NEGOCE,BAT 7 7 CHEMIN DE SACUNY 69530 BRIGNAIS,69530,837781.4526216693,6510440.094445448,"4,770128","45,679622"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PELTIER BOIS LYON,  CHEMIN DES VIEILLES VIGNES 69530 BRIGNAIS,69530,836550.7898217784,6508787.651930866,"4,753851","45,664993"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,B.S.G OUVERTURES, 226 RUE DU GENERAL DE GAULLE 69530 BRIGNAIS,69530,836411.2277528017,6508769.890752302,"4,752054","45,664861"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CLARISTYLE,WEST PARK 21 RUE DE L’INDUSTRIE 69530 BRIGNAIS,69530,838025.688545445,6509706.008365332,"4,773053","45,672964"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MALERBA DISTRIBUTION RHONE ALPES, 27 RUE DE L’INDUSTRIE 69530 BRIGNAIS,69530,838166.6888059662,6509721.062098655,"4,774868","45,673071"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MAISONCLIC, 547 RUE DES VELOUTIERS 69530 ORLIENAS,69530,833574.5517933554,6507832.300844502,"4,71537","45,656981"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,AGENCE CUESTA,BATIMENT I 4 PLACE DES VERGERS 69530 BRIGNAIS,69530,836881.4069018862,6509644.315813426,"4,758341","45,672639"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CERAM CENTER, 4 CHEMIN DE SACUNY 69530 BRIGNAIS,69530,837773.09,6510299.28,"4,7699801","45,678356"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMRA,ZI DU NORD  ROUTE D’IRIGNY 69530 BRIGNAIS,69530,837578.2924384333,6509717.3041924685,"4,767311","45,673156"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,AGENCE COMMERCIALE GEORGES SUDON, 12 CHEMIN DES LAIES 69540 IRIGNY,69540,841797.7250342972,6510529.679482211,"4,821735","45,679606"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LCVS, 15 RUE DES FONTAINES 69550 AMPLEPUIS,69550,803359.3938568056,6542051.434595134,"4,334858","45,970319"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,FEMAT, 14 CHEMIN DES HIRONDELLES 69570 DARDILLY,69570,836962.1776893571,6524476.444543398,"4,763633","45,806151"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ARCHITECTURAL CONCEPT, 51 CHEMIN DU MOULIN CARRON 69570 DARDILLY,69570,837184.9635654461,6524220.168976908,"4,766427","45,803799"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MATERIAUX ET AGGLOMERES DU RHONE ET DE L'AIN-MARA, 22 AVENUE DU BOUTAREY 69580 SATHONAY-CAMP,69580,845758.8039893608,6526763.383870828,"4,877564","45,824913"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SAGRA, 1685 AVENUE DU FOREZ 69590 SAINT-SYMPHORIEN-SUR-COISE,69590,812309.7500435691,6504458.15052928,"4,441562","45,630431"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DECO MATIERE, 104 ROUTE D’ANSE 69620 FRONTENAS,69620,827566.9429494074,6537810.417238293,"4,646268","45,928021"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DIDIER DAGUE, 56 ALLEE DES ECUREUILS 69620 FRONTENAS,69620,827900.372053179,6537689.198852831,"4,650537","45,926867"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,M.A.V.I,ZA DES PLAINES - SAINT LAURENT D'OINGT 130 ROUTE DES PLAINES 69620 VAL D'OINGT,69620,820819.85,6537413.54,"4,559118","45,925681"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BOIS PRODUCTIQUE, 56 ALLEE DES ECUREUILS 69620 FRONTENAS,69620,827900.372053179,6537689.198852831,"4,650537","45,926867"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MIDOL MENUISERIE INDUSTRIELLE DE L' OUEST LYONNAIS, 76 ROUTE DE BRIGNAIS 69630 CHAPONOST,69630,837468.0142709288,6512675.651236213,"4,766745","45,699811"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,FEMAT CHAPONOST, 4 ROUTE DU DOME 69630 CHAPONOST,69630,837257.0324667084,6512238.947310913,"4,763909","45,695922"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BF DIFFUSION,PARC ACTIVITE 3 COMMUNES TAFFIGNON  ROUTE DE FRANCHEVILLE 69630 CHAPONOST,69630,837811.0174004993,6515689.803569244,"4,772021","45,726877"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,TECOBAIE LB,ZA DE TAFFIGNON  ROUTE DES AQUEDUCS 69630 CHAPONOST,69630,837501.7906810674,6515192.346303758,"4,767903","45,722461"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GIRARDON MATERIAUX,ZONE D'ACTIVITES DES SABLES 15 ROUTE DES SABLES 69630 CHAPONOST,69630,837430.0033745588,6513636.9670925215,"4,766533","45,708473"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ENER-RENOV, 50 AVENUE DU PROGRES 69680 CHASSIEU,69680,852756.5677896517,6516688.530590566,"4,96444","45,732684"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SAMPLES ROOM, 24 CHEMIN DE LA GRANGE 69680 CHASSIEU,69680,852650.4850771775,6517735.3147240905,"4,963411","45,742131"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DUMALOU, 96 AVENUE DU PROGRES 69680 CHASSIEU,69680,852623.1234217249,6515841.629414757,"4,962454","45,72509"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,WOOD ET PLY, 42 AVENUE DU PROGRES 69680 CHASSIEU,69680,852822.5641431761,6516828.030142307,"4,965333","45,733925"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DISTRIBUTION DE MATERIAUX POUR LES TRAVAUX PUBLICS - D.M.T.P, 2 RUE AUGUSTIN FRESNEL 69680 CHASSIEU,69680,853144.8509063467,6515652.333870927,"4,969099","45,723269"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PMC DELOY, 14 AVENUE DES FRERES MONTGOLFIER 69680 CHASSIEU,69680,852935.5266121186,6516018.808510922,"4,966526","45,726615"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GLOBAL PROBAT, 65 AVENUE DU PROGRES 69680 CHASSIEU,69680,852744.4954067788,6516604.693997656,"4,964258","45,731932"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DM DISTRIBUTION,32-34 32 AVENUE DES FRERES MONTGOLFIER 69680 CHASSIEU,69680,853365.6752294573,6515739.160453881,"4,971965","45,724001"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ART CERAME CE, 5 RUE JACQUARD 69680 CHASSIEU,69680,853011.5789073333,6516501.037204584,"4,967658","45,730939"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LOGISTIQUE PALETTES, 9 RUE JACQUES MONOD 69680 CHASSIEU,69680,852464.9765104839,6516692.612467292,"4,960693","45,732786"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,FRANS BONHOMME, 35 RUE AMPERE 69680 CHASSIEU,69680,853625.1112427516,6516334.845421459,"4,975491","45,729305"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,FRANS BONHOMME, 2 RUE AUGUSTIN FRESNEL 69680 CHASSIEU,69680,853144.8509063467,6515652.333870927,"4,969099","45,723269"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,IFF LYON SUD, 1537 ROUTE DE BEAUCAIRE 69700 LOIRE-SUR-RHONE,69700,841276.7147059315,6497048.6277323235,"4,811072","45,558352"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PIERRES DE L'EST,  ROUTE DE RIVE-DE-GIER 69700 GIVORS,69700,835613.0713983417,6499571.1110689975,"4,739204","45,582207"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LES MAITRES CARRIERS LTD,  ROUTE DEPARTEMENTALE 2 69700 GIVORS,69700,835052.3705711957,6500209.3750589825,"4,732195","45,588064"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BATISIMAT, 16 RUE MARCEL PAUL 69700 GIVORS,69700,838137.7865325562,6499723.775499714,"4,771616","45,583076"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CONCEPT-EQUIPEMENT, 19 RUE LOUISE LABE 69720 SAINT-BONNET-DE-MURE,69720,858201.4982535659,6512099.417850803,"5,032912","45,690132"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LMK TRADE, 1 RUE MARIUS BERLIET 69720 SAINT-BONNET-DE-MURE,69720,857377.6726744482,6513386.649943792,"5,022754","45,70191"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SPECIALISTES MENUISERIES INDUSTRIELLES, 4 RUE PASTEUR 69720 SAINT-BONNET-DE-MURE,69720,856686.2412727403,6513142.576802964,"5,013791","45,699872"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,INSTALLUX SA,  CHEMIN DU BOIS ROND 69720 SAINT-BONNET-DE-MURE,69720,857550.1737075362,6513282.983841155,"5,024936","45,700937"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ENZA DECO, 231 ROUTE NATIONALE 6 69720 SAINT-BONNET-DE-MURE,69720,855610.55,6513422.83,"5,000063","45,702641"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LES CARRELAGES DE LA VALLEE, 60 AVENUE DES FRERES LUMIERE 69730 GENAY,69730,841159.9815898335,6533558.577781748,"4,820364","45,887056"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,OVALTECH, 146 RUE THIMONNIER 69730 GENAY,69730,841150.9466795493,6533815.852585879,"4,820324","45,889374"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,AGV FERMETURES, 444 RUE DES JONCHERES 69730 GENAY,69730,841285.3782803104,6534820.4501905115,"4,822356","45,89839"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,G69,ACTIPARK DE LA RICHASSIERE 662 RUE DES JONCHERES 69730 GENAY,69730,841178.1189276947,6534773.321170515,"4,820959","45,897988"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ARCATURES,ZI LYON NORD 146 RUE THIMONNIER 69730 GENAY,69730,841150.9466795493,6533815.852585879,"4,820324","45,889374"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CIFFREO & BONA,ZI PARC D ACTIVITES ACTI NORD  RUE AMPERE 69730 GENAY,69730,841219.7543436665,6534249.429169423,"4,82134","45,893263"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,INTERMIND, 25 RUE JEAN JAURES 69740 GENAS,69740,856766.2686632922,6517488.4649646925,"5,016245","45,738975"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SOL MARBRE EUROPE, 16 RUE DE L’AVENIR 69740 GENAS,69740,853868.0256041873,6515042.111984946,"4,978197","45,717613"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,EUROPA TRANSIT, 16 RUE DES FRERES LUMIERE 69740 GENAS,69740,854719.1465787278,6514817.330683241,"4,989062","45,715397"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ACCESSOIRES DE CONSTRUCTION, 16 RUE DE L’AVENIR 69740 GENAS,69740,853868.0256041873,6515042.111984946,"4,978197","45,717613"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MARTIN RENARD,ZI MI-PLAINE 16 CHEMIN DES MURIERS 69740 GENAS,69740,854441.9746979465,6514782.693039323,"4,985489","45,715148"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,INTERSTOCK, 25 RUE JEAN JAURES 69740 GENAS,69740,856766.2686632922,6517488.4649646925,"5,016245","45,738975"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,FABRICATION BOIS CONCEPT, 4 RUE MARCEL DASSAULT 69740 GENAS,69740,854350.0399566126,6516130.411774111,"4,984743","45,727301"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CHAUSSON MATERIAUX, 35 RUE ROGER SALENGRO 69740 GENAS,69740,853655.9696090004,6515425.047128377,"4,975595","45,721108"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CHAUSSON MATERIAUX, 41 RUE AMBROISE PARE 69740 GENAS,69740,853533.0359457115,6515247.456192333,"4,973958","45,719537"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SAMPLES ROOM, 5 RUE HECTOR BERLIOZ 69740 GENAS,69740,856404.2045355713,6517380.583348797,"5,011555","45,738087"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CUPA PIERRES DISTRIBUTION, 8 IMPASSE LOUIS DE BROGLIE 69740 GENAS,69740,853811.3005209528,6515793.742338638,"4,97771","45,724392"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LARIVIERE, 21 CHEMIN DES MURIERS 69740 GENAS,69740,854403.7992849024,6514663.759466544,"4,98496","45,714086"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,VERTADIER NEGOCE PORTAIL CLOTURE, 18 RUE DE LA FRATERNITE 69740 GENAS,69740,857324.88,6516285.24,"5,02303","45,728015"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,INOGREEN, 283 RUE DE L'ETANG 69760 LIMONEST,69760,838112.4345867835,6524760.505975586,"4,778522","45,808476"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ETS ACHARD CENTRALE EMBALLAGES, 45 RUE JOLIOT-CURIE 69780 MIONS,69780,850794.7987212872,6510909.837722118,"4,937399","45,6811"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DND'PAL,ZONE INDUSTRIELLE DE L'AIGUE 32 RUE AMPERE 69780 SAINT-PIERRE-DE-CHANDIEU,69780,856072.2600597155,6508812.984315016,"5,004491","45,661038"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GIRARDON MATERIAUX,ZAC DE LA PESSELIERE 20 RUE JOSEPH MARIE JACQUARD 69780 MIONS,69780,852530.5848287684,6510573.767240347,"4,959584","45,677689"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ASTURIENNE, 52 RUE COLIERE 69780 MIONS,69780,850633.0029667187,6511166.807379381,"4,935402","45,683449"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BK DIFFUSION, 15 RUE LAVOISIER 69780 SAINT-PIERRE-DE-CHANDIEU,69780,856429.91,6509184.89,"5,009204","45,664304"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ESPRIT BAIES, 1 RUE DE L’AIGUE 69780 SAINT-PIERRE-DE-CHANDIEU,69780,856315.3962484901,6508769.062097908,"5,007598","45,660587"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PLATTARD CARRELAGES, 118 RUE PASTEUR 69780 TOUSSIEU,69780,853437.896698083,6509533.372620316,"4,970902","45,66812"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BMRA, 25 BOULEVARD DES NATIONS 69780 MIONS,69780,850498.0902504275,6510924.336082485,"4,933593","45,681296"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GROUPE BIEN CHEZ SOI HABITAT,BATIMENT 9 21 RUE ARISTIDE BRIAND 69800 SAINT-PRIEST,69800,850461.9974204608,6512108.725402703,"4,933502","45,691966"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,A2EC, 3 RUE DES CEDRES BLEUS 69800 SAINT-PRIEST,69800,851243.8883356021,6512951.064023688,"4,943812","45,699376"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CORRADI FRANCE SAS, 6 RUE DE GENEVE 69800 SAINT-PRIEST,69800,854826.4858999732,6514229.722742529,"4,990251","45,710083"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CODIGREG, 1 CHEMIN DU LORTARET 69800 SAINT-PRIEST,69800,852180.8374972579,6514459.081960533,"4,956329","45,712743"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GREEN HOME SOLUTION FRANCE, 4 RUE MAURICE AUDIBERT 69800 SAINT-PRIEST,69800,849697.9898960141,6514015.261990905,"4,924285","45,709297"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GROUP HAK ASSET MANAGEMENT., 4 RUE MAURICE AUDIBERT 69800 SAINT-PRIEST,69800,849697.9898960141,6514015.261990905,"4,924285","45,709297"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MR ISO NEGOCE, 23 RUE DU LYONNAIS 69800 SAINT-PRIEST,69800,849168.4589343694,6512797.89442237,"4,917101","45,698454"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,TOUT PALETTE NEGOCE, 3 RUE DES ETATS UNIS 69800 SAINT-PRIEST,69800,849705.925615496,6512805.082007173,"4,924008","45,698401"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MULTISERVICE BATI PRO, 12 RUE LOUIS DE FUNES 69800 SAINT-PRIEST,69800,849289.921466874,6513722.0649484545,"4,91895","45,706747"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,EUROPE PARTNER, 9 RUE DU DAUPHINE 69800 SAINT-PRIEST,69800,850067.9361284849,6513911.539782269,"4,929006","45,708282"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CLOTURE METAL, 125 ROUTE DE GRENOBLE 69800 SAINT-PRIEST,69800,854074.7472363882,6514119.0600442765,"4,980556","45,709257"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PANNEAUX BOIS SERVICES,PARC DE GENEVE 240 RUE FERDINAND PERRIER 69800 SAINT-PRIEST,69800,854716.6697089177,6513664.524677126,"4,988657","45,70502"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DIP TECHNOLOGIES,PARC AKTILAND 8 RUE DE LOMBARDIE 69800 SAINT-PRIEST,69800,852168.1406258123,6514607.1772071,"4,956213","45,714079"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BEAULIEU PISCINES, 122 ROUTE DE GRENOBLE 69800 SAINT-PRIEST,69800,853889.522007192,6514221.502932563,"4,978209","45,710221"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MB EUROPE,PARC AKTILAND 2 8 RUE DE LOMBARDIE 69800 SAINT-PRIEST,69800,852168.1406258123,6514607.1772071,"4,956213","45,714079"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DECOCERA, 48 RUE DU DAUPHINE 69800 SAINT-PRIEST,69800,849488.398484585,6514255.430498588,"4,921667","45,711505"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,EVDEMA FRANCE, 35 CHEMIN DE GENAS 69800 SAINT-PRIEST,69800,852764.9871995293,6514921.0376368705,"4,963983","45,716771"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,RESO LPI, 9 RUE JEAN ZAY 69800 SAINT-PRIEST,69800,848759.6758668647,6513661.099987211,"4,912118","45,706314"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ETERNO - IVICA SRL, 12 RUE JEAN CARMET 69800 SAINT-PRIEST,69800,848920.7037889444,6514200.315169385,"4,914355","45,711133"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CLOTURE ET CARRELAGE, 146 ROUTE DE GRENOBLE 69800 SAINT-PRIEST,69800,853600.173950952,6514352.0058430955,"4,974533","45,711461"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SOC DIFFUSION MENUISERIES ARTISANALES,ANGLE 23 RUE DU PROGRES 12 RUE DES PIVERTS 69800 SAINT-PRIEST,69800,852474.0042335752,6515091.542156977,"4,960298","45,718371"
